,lat1,long1,lat2,long2,lat3,long3,lat4,long4,lat5,long5,NCP_cur,PNpop_c_norm,pop,PN,country
3873,52.0,32.0,51.0,32.0,51.0,33.0,52.0,33.0,52.0,32.0,3.109269527097543,0.03986581012625805,1118269.0,122544.2689323518,Iran (Islamic Republic of)
3874,53.0,32.0,52.0,32.0,52.0,33.0,53.0,33.0,53.0,32.0,4.691028594970703,0.04400695906114681,1374265.0,22991.230714279038,Iran (Islamic Republic of)
3875,54.0,32.0,53.0,32.0,53.0,33.0,54.0,33.0,54.0,32.0,22.540763020515442,0.005055597531616061,158712.0,1971.4683346181862,Iran (Islamic Republic of)
3876,55.0,32.0,54.0,32.0,54.0,33.0,55.0,33.0,55.0,32.0,53.37208906809489,0.01995020149375754,632097.0,3127.6680098547404,Iran (Islamic Republic of)
3877,56.0,32.0,55.0,32.0,55.0,33.0,56.0,33.0,56.0,32.0,100.00000397364299,0.0012573049586532962,0.0,0.0,Iran (Islamic Republic of)
3878,59.0,32.0,58.0,32.0,58.0,33.0,59.0,33.0,59.0,32.0,0.0,0.003621382490235138,115361.0,68.2083469751205,Iran (Islamic Republic of)
3879,60.0,32.0,59.0,32.0,59.0,33.0,60.0,33.0,60.0,32.0,1.4385922652290814e-15,0.0018853016243339218,56921.0,2553.624503986244,Iran (Islamic Republic of)
3880,61.0,32.0,60.0,32.0,60.0,33.0,61.0,33.0,61.0,32.0,0.0,0.001364636097210597,42974.0,424.6035554266611,Iran (Islamic Republic of)
3889,70.0,32.0,69.0,32.0,69.0,33.0,70.0,33.0,70.0,32.0,5.353995536764463,0.015636688498700643,494952.0,2834.2172138979495,Pakistan
3890,71.0,32.0,70.0,32.0,70.0,33.0,71.0,33.0,71.0,32.0,1.9003615404168765,0.05324475733172695,1475800.0,177929.83177408823,Pakistan
3891,72.0,32.0,71.0,32.0,71.0,33.0,72.0,33.0,72.0,32.0,4.307985926667849,0.0798597333863644,0.0,291871.9287425716,Pakistan
3892,73.0,32.0,72.0,32.0,72.0,33.0,73.0,33.0,73.0,32.0,2.348994215329488,0.16192632765825504,4561558.0,482178.4393012038,Pakistan
3893,74.0,32.0,73.0,32.0,73.0,33.0,74.0,33.0,74.0,32.0,2.323881722986698,0.2322525468099047,6613656.0,634607.9665829795,Pakistan
3894,75.0,32.0,74.0,32.0,74.0,33.0,75.0,33.0,75.0,32.0,2.5887320439020796,0.37158720857824895,11193270.0,523986.07037073746,Pakistan
3895,76.0,32.0,75.0,32.0,75.0,33.0,76.0,33.0,76.0,32.0,13.035211463769278,0.184829377224821,5612832.0,224304.55723849765,India
3896,77.0,32.0,76.0,32.0,76.0,33.0,77.0,33.0,77.0,32.0,77.25246349970499,0.07063862812014993,2245643.0,5014.895907118962,India
3897,78.0,32.0,77.0,32.0,77.0,33.0,78.0,33.0,78.0,32.0,99.64149196942648,0.01557419494543656,496253.0,189.28447863484084,India
3902,98.0,32.0,97.0,32.0,97.0,33.0,98.0,33.0,98.0,32.0,55.25969763596853,0.001387894200634669,44244.0,0.3002878201035503,China
3903,99.0,32.0,98.0,32.0,98.0,33.0,99.0,33.0,99.0,32.0,95.90414563814798,0.0025117152717815047,80069.0,0.8052731428844792,China
3904,105.0,32.0,104.0,32.0,104.0,33.0,105.0,33.0,105.0,32.0,1.2860016683892659,0.03375862950632309,1074385.0,1450.0884720504635,China
3905,106.0,32.0,105.0,32.0,105.0,33.0,106.0,33.0,106.0,32.0,6.361395368973414,0.057271489428002094,1805882.0,15959.389928980087,China
3906,107.0,32.0,106.0,32.0,106.0,33.0,107.0,33.0,107.0,32.0,1.4308792228500047,0.08012063734058257,2538395.0,12662.757135674616,China
3907,108.0,32.0,107.0,32.0,107.0,33.0,108.0,33.0,108.0,32.0,0.5097944522276521,0.04511284529178875,1426829.0,9091.776261205603,China
3908,109.0,32.0,108.0,32.0,108.0,33.0,109.0,33.0,109.0,32.0,0.01950928223474572,0.03537964821554043,0.0,60915.11736357222,China
3909,110.0,32.0,109.0,32.0,109.0,33.0,110.0,33.0,110.0,32.0,0.1811670799118777,0.028208843342438894,0.0,64926.440029020676,China
3910,111.0,32.0,110.0,32.0,110.0,33.0,111.0,33.0,111.0,32.0,9.616587807734806,0.040669630234789145,0.0,138616.48529090628,China
3911,112.0,32.0,111.0,32.0,111.0,33.0,112.0,33.0,112.0,32.0,2.3725106691320734,0.05804247059840345,0.0,1485772.1032362257,China
3912,113.0,32.0,112.0,32.0,112.0,33.0,113.0,33.0,113.0,32.0,0.627280321593086,0.1770053878745003,0.0,4530986.78803783,China
3913,114.0,32.0,113.0,32.0,113.0,33.0,114.0,33.0,114.0,32.0,4.302759096026421,0.0498536019421696,0.0,1276153.3106338233,China
3914,115.0,32.0,114.0,32.0,114.0,33.0,115.0,33.0,115.0,32.0,2.843441317478816,0.10804262583836162,0.0,2765676.887562444,China
3915,116.0,32.0,115.0,32.0,115.0,33.0,116.0,33.0,116.0,32.0,0.3798671610032519,0.12350626444267732,0.0,3161515.3592185937,China
3916,117.0,32.0,116.0,32.0,116.0,33.0,117.0,33.0,117.0,32.0,2.2370365758736925,0.08638299117705633,0.0,2211233.2084034625,China
3917,118.0,32.0,117.0,32.0,117.0,33.0,118.0,33.0,118.0,32.0,4.731327295303345,0.29113932252898495,0.0,2008563.5535682049,China
3918,119.0,32.0,118.0,32.0,118.0,33.0,119.0,33.0,119.0,32.0,18.114984035491943,0.4193686141231222,0.0,2631791.586123673,China
3919,120.0,32.0,119.0,32.0,119.0,33.0,120.0,33.0,120.0,32.0,13.155505557854971,0.43712966765958006,0.0,2632830.2483543423,China
3920,121.0,32.0,120.0,32.0,120.0,33.0,121.0,33.0,121.0,32.0,0.9829769842326641,0.5433743415089568,0.0,4432229.497069308,China
3921,122.0,32.0,121.0,32.0,121.0,33.0,122.0,33.0,122.0,32.0,0.48857446139057475,0.13850455205775733,0.0,692256.1017042188,China
3922,129.0,32.0,128.0,32.0,128.0,33.0,129.0,33.0,129.0,32.0,97.38237261772156,0.0008347770273291454,0.0,12251.25280165405,Japan
3923,130.0,32.0,129.0,32.0,129.0,33.0,130.0,33.0,130.0,32.0,97.46113618214926,0.002845835159302425,88115.0,2093.38136635568,Japan
3924,131.0,32.0,130.0,32.0,130.0,33.0,131.0,33.0,131.0,32.0,79.18068369229636,0.04833038571410148,0.0,193607.82823257084,Japan
3925,132.0,32.0,131.0,32.0,131.0,33.0,132.0,33.0,132.0,32.0,98.21470379829407,0.0313545481823969,957340.0,33894.314261284984,Japan
3926,-116.0,31.0,-117.0,31.0,-117.0,32.0,-116.0,32.0,-116.0,31.0,91.67676766713461,0.0014300481656326649,44336.0,1004.9544333157712,Mexico
3928,-111.0,31.0,-112.0,31.0,-112.0,32.0,-111.0,32.0,-111.0,31.0,82.5103223323822,0.0008306444185286554,26480.0,0.07293109120040345,United States
3929,-110.0,31.0,-111.0,31.0,-111.0,32.0,-110.0,32.0,-110.0,31.0,91.70772830645242,0.011789922876663734,375846.0,3.592481976140161,United States
3930,-109.0,31.0,-110.0,31.0,-110.0,32.0,-109.0,32.0,-109.0,31.0,88.12672098477682,0.003960115590636112,125414.0,666.8459611090736,United States
3931,-108.0,31.0,-109.0,31.0,-109.0,32.0,-108.0,32.0,-108.0,31.0,78.17948063214621,0.0005214776849826017,0.0,1039.5824088086329,United States
3932,-107.0,31.0,-108.0,31.0,-108.0,32.0,-107.0,32.0,-107.0,31.0,99.12223815917969,0.0005620649510069856,0.0,1855.0737714174543,Mexico
3933,-106.0,31.0,-107.0,31.0,-107.0,32.0,-106.0,32.0,-106.0,31.0,25.65808097521464,0.016436111374215273,522808.0,929.9760777827968,Mexico
3934,-105.0,31.0,-106.0,31.0,-106.0,32.0,-105.0,32.0,-105.0,31.0,48.129182060559586,0.00018070636762094268,0.0,408.6715458137477,United States
3936,-102.0,31.0,-103.0,31.0,-103.0,32.0,-102.0,32.0,-102.0,31.0,66.63094758987427,0.0008892574524767674,28348.0,0.00011821839112661853,United States
3939,-99.0,31.0,-100.0,31.0,-100.0,32.0,-99.0,32.0,-99.0,31.0,6.024217357238134,0.0006266536477287304,0.0,32.42162994433193,United States
3940,-98.0,31.0,-99.0,31.0,-99.0,32.0,-98.0,32.0,-98.0,31.0,2.1249306698640185,0.0023121345302792398,67193.0,5231.741531534146,United States
3941,-97.0,31.0,-98.0,31.0,-98.0,32.0,-97.0,32.0,-97.0,31.0,1.5149664444228015,0.021705126756869867,691096.0,675.7871654392981,United States
3942,-96.0,31.0,-97.0,31.0,-97.0,32.0,-96.0,32.0,-96.0,31.0,0.9340652264654636,0.005183014765136965,0.0,394.3478862577764,United States
3943,-95.0,31.0,-96.0,31.0,-96.0,32.0,-95.0,32.0,-95.0,31.0,1.4204642424980798,0.005126904776362479,163027.0,331.88250511855875,United States
3944,-94.0,31.0,-95.0,31.0,-95.0,32.0,-94.0,32.0,-94.0,31.0,16.96931074062983,0.006166156841948457,196518.0,42.13246370248769,United States
3945,-93.0,31.0,-94.0,31.0,-94.0,32.0,-93.0,32.0,-93.0,31.0,4.543584833542505,0.004266637111258536,134479.0,1234.0752756972468,United States
3946,-92.0,31.0,-93.0,31.0,-93.0,32.0,-92.0,32.0,-92.0,31.0,20.340384542942047,0.008056207917383873,0.0,16203.326265259597,United States
3947,-91.0,31.0,-92.0,31.0,-92.0,32.0,-91.0,32.0,-91.0,31.0,48.39153985182445,0.0025427875955597043,0.0,65090.31808927939,United States
3948,-90.0,31.0,-91.0,31.0,-91.0,32.0,-90.0,32.0,-90.0,31.0,30.78397512435913,0.005877003873511852,187324.0,22.74857292511847,United States
3949,-89.0,31.0,-90.0,31.0,-90.0,32.0,-89.0,32.0,-89.0,31.0,4.041845227281252,0.008512124763838395,271277.0,64.34251177727252,United States
3950,-88.0,31.0,-89.0,31.0,-89.0,32.0,-88.0,32.0,-88.0,31.0,85.89863379796347,0.011816643642673659,376688.0,11.712470984230638,United States
3951,-87.0,31.0,-88.0,31.0,-88.0,32.0,-87.0,32.0,-87.0,31.0,87.49656081199646,0.005744557799463524,181834.0,1040.6962129711724,United States
3952,-86.0,31.0,-87.0,31.0,-87.0,32.0,-86.0,32.0,-86.0,31.0,4.3677918612957,0.00503006870440581,158281.0,1663.561111421308,United States
3953,-85.0,31.0,-86.0,31.0,-86.0,32.0,-85.0,32.0,-85.0,31.0,4.57512941211462,0.010770045576081657,0.0,27970.232610547027,United States
3954,-84.0,31.0,-85.0,31.0,-85.0,32.0,-84.0,32.0,-84.0,31.0,25.69476713736852,0.004209819214062945,0.0,107763.02048201623,United States
3955,-83.0,31.0,-84.0,31.0,-84.0,32.0,-83.0,32.0,-83.0,31.0,8.431752026081085,0.00948301283837827,0.0,242746.31635478605,United States
3956,-82.0,31.0,-83.0,31.0,-83.0,32.0,-82.0,32.0,-82.0,31.0,32.07359214623769,0.004826279987041985,138782.0,12104.498352278284,United States
3957,-81.0,31.0,-82.0,31.0,-82.0,32.0,-81.0,32.0,-81.0,31.0,32.343771060307816,0.006693479668301519,212834.0,439.53399050582215,United States
3958,-9.0,31.0,-10.0,31.0,-10.0,32.0,-9.0,32.0,-9.0,31.0,6.016790370146433,0.026795217414711848,0.0,292453.22451842146,Morocco
3959,-8.0,31.0,-9.0,31.0,-9.0,32.0,-8.0,32.0,-8.0,31.0,4.415411626299223,0.029959547368989908,696236.0,207844.99024013503,Morocco
3960,-7.0,31.0,-8.0,31.0,-8.0,32.0,-7.0,32.0,-7.0,31.0,4.1675419857104625,0.051432888668375726,0.0,449778.78372564417,Morocco
3961,-6.0,31.0,-7.0,31.0,-7.0,32.0,-6.0,32.0,-6.0,31.0,2.6972564558188123,0.014943432686887748,344850.0,105616.43330860541,Morocco
3962,21.0,31.0,20.0,31.0,20.0,32.0,21.0,32.0,21.0,31.0,1.7839738096482144e-15,0.009353504352860201,287387.0,8666.65034358561,Libyan Arab Jamahiriya
3963,30.0,31.0,29.0,31.0,29.0,32.0,30.0,32.0,30.0,31.0,3.500335415204366,0.15040186617262966,4158497.0,510822.75403364934,Egypt
3964,31.0,31.0,30.0,31.0,30.0,32.0,31.0,32.0,31.0,31.0,0.7422745848695438,0.44934578757164606,0.0,3329500.9699922274,Egypt
3965,32.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,31.0,0.6068021214256685,0.4895004421639036,0.0,2232046.1336996625,Egypt
3966,33.0,31.0,32.0,31.0,32.0,32.0,33.0,32.0,33.0,31.0,2.5369108964999514,0.05057267944729691,1570012.0,33880.61599031103,Egypt
3967,35.0,31.0,34.0,31.0,34.0,32.0,35.0,32.0,35.0,31.0,2.005689839522044,0.09092220136310598,2351177.0,439492.83097332204,Israel
3968,36.0,31.0,35.0,31.0,35.0,32.0,36.0,32.0,36.0,31.0,1.5054681338369846,0.040553711119806934,0.0,160100.15802581055,Jordan
3969,37.0,31.0,36.0,31.0,36.0,32.0,37.0,32.0,37.0,31.0,8.716463350380812e-15,0.0011101080586283331,34947.0,354.6725200613391,Jordan
3971,45.0,31.0,44.0,31.0,44.0,32.0,45.0,32.0,45.0,31.0,2.073553452889125,0.0114753170648972,365717.0,83.30935249591751,Iraq
3972,46.0,31.0,45.0,31.0,45.0,32.0,46.0,32.0,46.0,31.0,4.308544596036276,0.03030565507234427,966048.0,52.12919370087278,Iraq
3973,47.0,31.0,46.0,31.0,46.0,32.0,47.0,32.0,47.0,31.0,9.151655435562134,0.0401631537567052,1280268.0,74.22388272039969,Iraq
3974,48.0,31.0,47.0,31.0,47.0,32.0,48.0,32.0,48.0,31.0,25.39520263671875,0.04128650000460087,1260328.0,44840.76823756428,Iraq
3975,49.0,31.0,48.0,31.0,48.0,32.0,49.0,32.0,49.0,31.0,9.07396947344144,0.05930533753015315,1350474.0,433702.5333299343,Iran (Islamic Republic of)
3976,50.0,31.0,49.0,31.0,49.0,32.0,50.0,32.0,50.0,31.0,0.7122453767806292,0.026162336948905497,748053.0,69036.01086756053,Iran (Islamic Republic of)
3977,51.0,31.0,50.0,31.0,50.0,32.0,51.0,32.0,51.0,31.0,0.8443812218805155,0.016710273797718833,509086.0,18966.630860620873,Iran (Islamic Republic of)
3978,52.0,31.0,51.0,31.0,51.0,32.0,52.0,32.0,52.0,31.0,0.5590305508424838,0.012172494932265885,319260.0,55233.46163530272,Iran (Islamic Republic of)
3979,53.0,31.0,52.0,31.0,52.0,32.0,53.0,32.0,53.0,31.0,8.025384168257802e-15,0.008584897666669207,267976.0,4578.129177311232,Iran (Islamic Republic of)
3980,54.0,31.0,53.0,31.0,53.0,32.0,54.0,32.0,54.0,31.0,31.741783022880554,0.0040545782180420155,124851.0,3536.342821687803,Iran (Islamic Republic of)
3981,55.0,31.0,54.0,31.0,54.0,32.0,55.0,32.0,55.0,31.0,90.79163273175558,0.002333469530078245,66619.0,6238.506488240114,Iran (Islamic Republic of)
3982,56.0,31.0,55.0,31.0,55.0,32.0,56.0,32.0,56.0,31.0,40.347835421562195,0.005167704200653903,161943.0,2246.3648761426034,Iran (Islamic Republic of)
3983,57.0,31.0,56.0,31.0,56.0,32.0,57.0,32.0,57.0,31.0,11.271109680334728,0.004424883866304223,136216.0,3890.0615491353574,Iran (Islamic Republic of)
3984,60.0,31.0,59.0,31.0,59.0,32.0,60.0,32.0,60.0,31.0,1.4980047884525736e-15,0.001259314548759848,38908.0,993.3430436547901,Iran (Islamic Republic of)
3985,61.0,31.0,60.0,31.0,60.0,32.0,61.0,32.0,61.0,31.0,2.5483551458230868e-15,0.00396287407387902,125736.0,478.57369311571273,Iran (Islamic Republic of)
3986,62.0,31.0,61.0,31.0,61.0,32.0,62.0,32.0,62.0,31.0,12.776190042495728,0.010091411468914834,282695.0,31323.21475582599,Afghanistan
3987,63.0,31.0,62.0,31.0,62.0,32.0,63.0,32.0,63.0,31.0,66.12465977668762,0.0015584867772572802,49682.0,0.0018336059661927344,Afghanistan
3991,67.0,31.0,66.0,31.0,66.0,32.0,67.0,32.0,67.0,31.0,25.90414086977641,0.01277470828251983,407212.0,26.050077260977453,Afghanistan
3993,69.0,31.0,68.0,31.0,68.0,32.0,69.0,32.0,69.0,31.0,98.83180061976114,0.004333764100452502,138143.0,10.194441505202347,Pakistan
3994,70.0,31.0,69.0,31.0,69.0,32.0,70.0,32.0,70.0,31.0,22.12126155694326,0.00858368458552226,272975.0,533.1080276871812,Pakistan
3995,71.0,31.0,70.0,31.0,70.0,32.0,71.0,32.0,71.0,31.0,2.789127454161644,0.059160632862650886,0.0,227073.1985706925,Pakistan
3996,72.0,31.0,71.0,31.0,71.0,32.0,72.0,32.0,72.0,31.0,10.318948825200398,0.06914243433747133,2121967.0,66023.96571701948,Pakistan
3997,73.0,31.0,72.0,31.0,72.0,32.0,73.0,32.0,73.0,31.0,1.7535134529074032,0.207865700783411,5962536.0,533185.379782295,Pakistan
3998,74.0,31.0,73.0,31.0,73.0,32.0,74.0,32.0,74.0,31.0,0.4946816246956587,0.3697522241090701,10804788.0,788955.2109845111,Pakistan
3999,75.0,31.0,74.0,31.0,74.0,32.0,75.0,32.0,75.0,31.0,0.6945614237338305,0.4287666438317716,13031402.0,511693.2318599779,Pakistan
4000,76.0,31.0,75.0,31.0,75.0,32.0,76.0,32.0,76.0,31.0,1.562417640040318,0.24936539706696198,0.0,536103.844314071,India
4001,77.0,31.0,76.0,31.0,76.0,32.0,77.0,32.0,77.0,31.0,27.78774897257487,0.20257877546487774,0.0,233805.71924864128,India
4002,78.0,31.0,77.0,31.0,77.0,32.0,78.0,32.0,78.0,31.0,87.66617576281229,0.053421269876824266,1688326.0,11795.565484530885,India
4003,79.0,31.0,78.0,31.0,78.0,32.0,79.0,32.0,79.0,31.0,98.38515520095825,0.012496620597028479,398293.0,68.9595060835156,India
4005,94.0,31.0,93.0,31.0,93.0,32.0,94.0,32.0,94.0,31.0,51.918757955233254,0.0014920968239851844,47566.0,0.014695557874589173,China
4006,95.0,31.0,94.0,31.0,94.0,32.0,95.0,32.0,95.0,31.0,51.258875926335655,0.0018060307801797504,57572.0,0.0,China
4007,96.0,31.0,95.0,31.0,95.0,32.0,96.0,32.0,96.0,31.0,90.5072271823883,0.0023851455903968486,76020.0,12.874944946001158,China
4008,98.0,31.0,97.0,31.0,97.0,32.0,98.0,32.0,98.0,31.0,79.32032346725464,0.0036126318972035496,115164.0,2.377662777993886,China
4009,100.0,31.0,99.0,31.0,99.0,32.0,100.0,32.0,100.0,31.0,1.3495984176794686,0.0016065307802486755,51191.0,18.749991252268163,China
4010,101.0,31.0,100.0,31.0,100.0,32.0,101.0,32.0,101.0,31.0,4.242973029613495,0.0028791888926172206,91758.0,21.470795437654942,China
4011,102.0,31.0,101.0,31.0,101.0,32.0,102.0,32.0,102.0,31.0,49.59131181240082,0.002872922112030645,91576.0,7.220079058011708,China
4012,103.0,31.0,102.0,31.0,102.0,32.0,103.0,32.0,103.0,31.0,12.05546682079633,0.00450121484834417,143487.0,5.493633624408143,China
4013,104.0,31.0,103.0,31.0,103.0,32.0,104.0,32.0,104.0,31.0,23.805107176303864,0.1250249859418947,0.0,176187.6580190891,China
4014,105.0,31.0,104.0,31.0,104.0,32.0,105.0,32.0,105.0,31.0,7.34633281826973,0.40831103599838425,0.0,1778508.854288069,China
4015,106.0,31.0,105.0,31.0,105.0,32.0,106.0,32.0,106.0,31.0,2.0709138984481497,0.14944988964452224,0.0,446741.7397752339,China
4016,107.0,31.0,106.0,31.0,106.0,32.0,107.0,32.0,107.0,31.0,0.11483674170449376,0.21084390696787048,0.0,737438.1534075559,China
4017,108.0,31.0,107.0,31.0,107.0,32.0,108.0,32.0,108.0,31.0,5.060518036286036,0.15139208233298734,0.0,183636.85694870216,China
4018,109.0,31.0,108.0,31.0,108.0,32.0,109.0,32.0,109.0,31.0,0.004632710745984999,0.1165349602732524,0.0,116188.62593769515,China
4019,110.0,31.0,109.0,31.0,109.0,32.0,110.0,32.0,110.0,31.0,2.4703047548731165,0.05713561286332813,0.0,29884.987049545332,China
4020,111.0,31.0,110.0,31.0,110.0,32.0,111.0,32.0,111.0,31.0,4.413031041622162,0.033914844628664786,1071880.0,7460.5373340821425,China
4021,112.0,31.0,111.0,31.0,111.0,32.0,112.0,32.0,112.0,31.0,0.3789488381395737,0.07445580886885393,0.0,140581.7729628738,China
4022,113.0,31.0,112.0,31.0,112.0,32.0,113.0,32.0,113.0,31.0,2.1449190254012747,0.06563452199611905,0.0,1680113.5579807744,China
4023,114.0,31.0,113.0,31.0,113.0,32.0,114.0,32.0,114.0,31.0,2.538170975943406,0.23171860801687455,0.0,1927260.307928834,China
4024,115.0,31.0,114.0,31.0,114.0,32.0,115.0,32.0,115.0,31.0,10.154900203148525,0.19262169679317181,0.0,1257824.8047381968,China
4025,116.0,31.0,115.0,31.0,115.0,32.0,116.0,32.0,116.0,31.0,0.305100103529791,0.08537483597229348,0.0,469829.8641927607,China
4026,117.0,31.0,116.0,31.0,116.0,32.0,117.0,32.0,117.0,31.0,18.313161035378776,0.10601156867368186,0.0,509239.267615235,China
4027,118.0,31.0,117.0,31.0,117.0,32.0,118.0,32.0,118.0,31.0,25.660376747449238,0.22398375963284853,0.0,1696585.687228391,China
4028,119.0,31.0,118.0,31.0,118.0,32.0,119.0,32.0,119.0,31.0,31.41546646753947,0.234991645408642,0.0,1926033.0733692257,China
4029,120.0,31.0,119.0,31.0,119.0,32.0,120.0,32.0,120.0,31.0,3.151180719335874,0.07983077769630334,0.0,2043509.5415129133,China
4030,121.0,31.0,120.0,31.0,120.0,32.0,121.0,32.0,121.0,31.0,26.071564356486004,0.5552931620040712,0.0,2649165.415990493,China
4031,122.0,31.0,121.0,31.0,121.0,32.0,122.0,32.0,122.0,31.0,5.09644920627276,0.9328829665443821,0.0,3744607.2685820013,China
4032,131.0,31.0,130.0,31.0,130.0,32.0,131.0,32.0,131.0,31.0,97.60821859041849,0.029748455159233078,0.0,67499.49186608117,Japan
4033,132.0,31.0,131.0,31.0,131.0,32.0,132.0,32.0,132.0,31.0,97.32579390207925,0.006018272763287286,0.0,62694.67059715109,Japan
4034,-116.0,30.0,-117.0,30.0,-117.0,31.0,-116.0,31.0,-116.0,30.0,45.854440331459045,5.032874034586669e-05,0.0,148.280845306657,Mexico
4035,-115.0,30.0,-116.0,30.0,-116.0,31.0,-115.0,31.0,-115.0,30.0,45.582182208697006,0.0013906602226745129,44064.0,215.19182124750654,Mexico
4037,-112.0,30.0,-113.0,30.0,-113.0,31.0,-112.0,31.0,-112.0,30.0,91.92844231923422,0.00019992066559054706,0.0,5117.572438465838,Mexico
4038,-111.0,30.0,-112.0,30.0,-112.0,31.0,-111.0,31.0,-111.0,30.0,95.35576899846396,0.0007958718710101132,25292.0,63.396430183520756,Mexico
4039,-110.0,30.0,-111.0,30.0,-111.0,31.0,-110.0,31.0,-110.0,30.0,1.1310163213895077e-15,0.0013084050296507633,41708.0,1.6524549800314523,Mexico
4040,-109.0,30.0,-110.0,30.0,-110.0,31.0,-109.0,31.0,-109.0,30.0,19.688146809736885,0.00095282091730323,30362.0,10.179587065953553,Mexico
4041,-108.0,30.0,-109.0,30.0,-109.0,31.0,-108.0,31.0,-108.0,30.0,57.50461220741272,0.0005350496727989901,0.0,1401.1162940136342,Mexico
4042,-107.0,30.0,-108.0,30.0,-108.0,31.0,-107.0,31.0,-107.0,30.0,35.819098353385925,0.0028357803058689244,86612.0,3042.786043794373,Mexico
4043,-106.0,30.0,-107.0,30.0,-107.0,31.0,-106.0,31.0,-106.0,30.0,81.41148289044699,0.0007258414708843263,22332.0,647.6711330200781,Mexico
4046,-103.0,30.0,-104.0,30.0,-104.0,31.0,-103.0,31.0,-103.0,30.0,69.88910039265951,0.0003828766104134345,9637.0,2062.4761909612807,United States
4047,-102.0,30.0,-103.0,30.0,-103.0,31.0,-102.0,31.0,-102.0,30.0,86.149001121521,4.031702566174155e-05,1028.0,206.25678268358237,United States
4050,-99.0,30.0,-100.0,30.0,-100.0,31.0,-99.0,31.0,-99.0,30.0,2.1088310827811556,0.0021966914436895753,69231.0,639.6701065578328,United States
4051,-98.0,30.0,-99.0,30.0,-99.0,31.0,-98.0,31.0,-98.0,30.0,1.181880198419094,0.011810091327712753,372306.0,3362.2687477813774,United States
4052,-97.0,30.0,-98.0,30.0,-98.0,31.0,-97.0,31.0,-97.0,30.0,1.8497849504152934,0.05123881547927178,1633086.0,285.3685706061822,United States
4053,-96.0,30.0,-97.0,30.0,-97.0,31.0,-96.0,31.0,-96.0,30.0,0.7732819998636842,0.008361466254163926,264501.0,1649.3654309704023,United States
4054,-95.0,30.0,-96.0,30.0,-96.0,31.0,-95.0,31.0,-95.0,30.0,2.867632048825423,0.1421893889006691,4532423.0,346.6203416732966,United States
4055,-94.0,30.0,-95.0,30.0,-95.0,31.0,-94.0,31.0,-94.0,30.0,2.8087108085552854,0.013223059121972289,420979.0,448.56915036255253,United States
4056,-93.0,30.0,-94.0,30.0,-94.0,31.0,-93.0,31.0,-93.0,30.0,13.95701915025711,0.012119649121104309,384901.0,1172.8966229561158,United States
4057,-92.0,30.0,-93.0,30.0,-93.0,31.0,-92.0,31.0,-92.0,30.0,12.254194418589275,0.0036497127498624727,0.0,93425.40613218475,United States
4058,-91.0,30.0,-92.0,30.0,-92.0,31.0,-91.0,31.0,-91.0,30.0,24.284938474496208,0.024746848792966205,0.0,48887.25445833461,United States
4059,-90.0,30.0,-91.0,30.0,-91.0,31.0,-90.0,31.0,-90.0,30.0,17.19821890195211,0.04512337137223952,1438237.0,201.09177064836643,United States
4060,-89.0,30.0,-90.0,30.0,-90.0,31.0,-89.0,31.0,-89.0,30.0,9.169671436150868,0.014387545775367338,458602.0,46.58550448107279,United States
4061,-88.0,30.0,-89.0,30.0,-89.0,31.0,-88.0,31.0,-88.0,30.0,25.032044450441997,0.010068868192889489,320255.0,586.1318437579268,United States
4062,-87.0,30.0,-88.0,30.0,-88.0,31.0,-87.0,31.0,-87.0,30.0,71.29219770431519,0.01709044942791374,0.0,8332.181669784228,United States
4063,-86.0,30.0,-87.0,30.0,-87.0,31.0,-86.0,31.0,-86.0,30.0,61.569776137669884,0.00794542942875222,253080.0,169.70356054600586,United States
4064,-85.0,30.0,-86.0,30.0,-86.0,31.0,-85.0,31.0,-85.0,30.0,7.553987701733907,0.00859334135109208,259289.0,11769.634125364602,United States
4065,-84.0,30.0,-85.0,30.0,-85.0,31.0,-84.0,31.0,-84.0,30.0,4.57089344660441,0.012607491299135149,0.0,22630.966611707172,United States
4066,-83.0,30.0,-84.0,30.0,-84.0,31.0,-83.0,31.0,-83.0,30.0,10.893417646487553,0.0036466929536530346,92112.0,19384.087820498153,United States
4067,-82.0,30.0,-83.0,30.0,-83.0,31.0,-82.0,31.0,-82.0,30.0,3.3828151722749076,0.012463503618449508,393726.0,2888.715774604647,United States
4068,-9.0,30.0,-10.0,30.0,-10.0,31.0,-9.0,31.0,-9.0,30.0,23.469545940558113,0.05583831846666519,1756791.0,18691.772572951166,Morocco
4069,-8.0,30.0,-9.0,30.0,-9.0,31.0,-8.0,31.0,-8.0,30.0,76.12346212069193,0.01072702472107543,341324.0,515.7153961604804,Morocco
4070,-7.0,30.0,-8.0,30.0,-8.0,31.0,-7.0,31.0,-7.0,30.0,15.426074961821238,0.003841931600416575,119290.0,2558.245277876669,Morocco
4071,30.0,30.0,29.0,30.0,29.0,31.0,30.0,31.0,30.0,30.0,2.376410861810048,0.12983606172932607,0.0,3323545.6127671357,Egypt
4072,31.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,30.0,9.978835464607982e-05,0.17873887442783348,0.0,4575360.604929566,Egypt
4073,32.0,30.0,31.0,30.0,31.0,31.0,32.0,31.0,32.0,30.0,0.2023823830919961,0.952457299959436,0.0,5129741.374688222,Egypt
